시설명,분점명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,블로그 주소,페이스북 주소,인스타 주소,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,입장료 유무 여부,장애인용 출입문,휠체어 대여 가능 여부,장애인 화장실 유무,장애인 전용 주차장 여부,대형주차장 가능여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부,오디오 가이드(한국어),최종작성일
요산김정한문학관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,금정구,남산동,,662 번지,팔송로,60-6 번,35.27236541,129.085716,46217,부산광역시 금정구 팔송로 60-6,부산광역시 금정구 남산동 662,051-515-1655,www.yosan.co.kr/main/index.html,정보없음,정보없음,정보없음,매주 월요일,화-일 10:00-17:00,N,N,Y,Y,N,Y,N,N,Y,Y,N,2022-11-25
요트더퀸,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,0507-1349-3759,amalficoast.modoo.at/,정보없음,정보없음,www.instagram.com/yacht_the_queen,연중무휴,매일00:00-24:00,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
요트데이,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1394 번지,,,35.15949451,129.140985,48090,,부산광역시 해운대구 우동 1394,1544-6467,www.yachtday.modoo.at,정보없음,정보없음,http://instagram.com/pohang_yachtday,연중무휴,매일10:00-22:00,N,N,Y,N,N,N,N,N,N,N,N,2022-11-25
요트메이트,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,0507-1389-0136,정보없음,정보없음,정보없음,정보없음,연중무휴,매일13:00-23:00,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
요트원,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,,yachtone1.modoo.at/,정보없음,정보없음,정보없음,연중무휴,매일09:00-22:00,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
요트탈래,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,1599-1789,www.yachttale.com,blog.naver.com/yachttale,www.facebook.com/yachttale/,www.instagram.com/yachttale/,상시변동,09:00-22:00,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
요트홀릭,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,1600-9673,www.yachtholic.com/,정보없음,www.facebook.com/yachtholic,www.instagram.com/yachtholic/,상시변동,09:00-18:00,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
용두산공원,,레저/체육/공원,공원,대형시민/도심공원,부산광역시,중구,광복동,,1-2 번지,용두산길,37-55 번,35.10092943,129.032443,48950,부산광역시 중구 용두산길 37-55,부산광역시 중구 광복동2가 1-2,051-860-7820,www.bisco.or.kr/yongdusanpark/,정보없음,정보없음,정보없음,연중무휴,00:00-24:00,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,2022-11-25
용천지랄소극장,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,남구,대연동,,52-24 번지,용소로13번길,36-1 번,35.13684116,129.102571,48512,부산광역시 남구 용소로13번길 36-1,부산광역시 남구 대연동 52-24,051-625-0767,정보없음,정보없음,정보없음,정보없음,공연별 상이,공연시간에운영,N,N,Y,N,N,N,N,N,Y,N,N,2022-11-25
용호별빛공원,,레저/체육/공원,공원,대형시민/도심공원,부산광역시,남구,용호동,,5-5 번지,분포로,66-40 번,35.1322161,129.120143,48576,부산광역시 남구 분포로 66-40,부산광역시 남구 용호동 5-5,051-607-4000,정보없음,정보없음,정보없음,정보없음,연중무휴,동절기(12-2월)10:00-21:00 하절기(10월31일까지)08:00-22:00,N,N,N,Y,N,Y,Y,Y,Y,Y,N,2022-11-25
우장춘기념관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동래구,온천동,,850-48 번지,우장춘로62번길,7 번,35.21350807,129.072016,47720,부산광역시 동래구 우장춘로62번길 7,부산광역시 동래구 온천동 850-48,051-550-6633,www.bisco.or.kr/geumgangpark/cyber/cyber03/,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",09:00-18:00,Y,N,N,Y,N,N,Y,N,Y,Y,Y,2022-11-25
우창골프,금정점,레저/체육/공원,대형체육시설,N,부산광역시,금정구,남산동,,990-1 번지,금샘로,478 번,35.26585968,129.08566,46223,부산광역시 금정구 금샘로 478,부산광역시 금정구 남산동 990-1,051-515-0703,정보없음,정보없음,정보없음,정보없음,정보없음,"평일 06:00-22:30, 토일공휴일 06:00-22:00",Y,Y,Y,Y,N,N,Y,N,N,N,N,2022-11-25
월드컵빌리지,,레저/체육/공원,대형체육시설,지역(마을/단지)운동장,부산광역시,기장군,일광읍,원리,57 번지,,,35.30166534,129.240531,46039,,부산광역시 기장군 일광읍 원리 57,051-792-4780,gijangcmc.or.kr/worldcup,정보없음,정보없음,정보없음,공휴일,"대관시간=이용시간,평일 9시-22시,주말 8시-21시",Y,N,Y,N,N,Y,Y,N,Y,N,N,2022-11-25
월석아트홀,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,1469-1 번지,센텀서로,20 번,35.1713212,129.128981,48058,부산광역시 해운대구 센텀서로 20,부산광역시 해운대구 우동 1469-1,051-731-3302,kunst1.co.kr/museumone,정보없음,정보없음,정보없음,연중무휴,"월-금: 10:00-19:00, 주말 및 공휴일: 10:00-20:00",N,Y,Y,Y,N,Y,Y,Y,N,Y,N,2022-11-25
위너스골프클럽,,레저/체육/공원,대형체육시설,N,부산광역시,기장군,기장읍,서부리,245-4 번지,읍내로,28 번,35.24598017,129.208988,46059,부산광역시 기장군 기장읍 읍내로 28,부산광역시 기장군 기장읍 서부리 245-4,051-723-8778,정보없음,정보없음,정보없음,정보없음,연중무휴,"평일,기본 06:00-22:00,주말기본 06:00-21:30",Y,N,Y,N,N,N,Y,Y,N,N,N,2022-11-25
유엔평화기념관,,전시/공연,전시/기념관,대형기념관/묘역,부산광역시,남구,대연동,,747-97 번지,홍곡로320번길,106 번,35.12475247,129.093257,48532,부산광역시 남구 홍곡로320번길 106,부산광역시 남구 대연동 747-97,051-901-1400,unpm.or.kr/un2022/main.php,정보없음,정보없음,www.instagram.com/un_peacememorialhall/,"매주 월요일, 공휴일",오전 10시-오후 6시,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,2022-11-25
유치환의우체통,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동구,초량동,,827-44 번지,망양로580번길,2 번,35.12209588,129.033842,48805,부산광역시 동구 망양로580번길 2,부산광역시 동구 초량동 827-44,051-469-9818,정보없음,정보없음,정보없음,정보없음,매주 월요일,매일 10:00-19:00,N,Y,N,N,N,N,N,N,Y,N,N,2022-11-25
을숙도공원,,문화관광/명소,관광지,유명관광지,부산광역시,사하구,하단동,,1142-9 번지,,,35.11165737,128.944659,49304,,부산광역시 사하구 하단동 1142-9,051-209-2000,정보없음,정보없음,정보없음,정보없음,연중무휴,정보없음,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,2022-11-25
을숙도공원을숙도리틀야구장,,레저/체육/공원,대형체육시설,지역야구장,부산광역시,사하구,하단동,,1149-1 번지,낙동남로1233번길,34 번,35.11089463,128.946981,49300,부산광역시 사하구 낙동남로1233번길 34,부산광역시 사하구 하단동 1149-1,051-220-4838,https://tinyurl.com/2p2mrz7n,정보없음,정보없음,정보없음,매주 월요일,07:00-19:00,N,Y,N,Y,N,Y,Y,Y,N,N,N,2022-11-25
을숙도공원을숙도문화회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,사하구,하단동,,1151-14 번지,낙동남로1233번길,25 번,35.11003324,128.944957,49300,부산광역시 사하구 낙동남로1233번길 25,부산광역시 사하구 하단동 1151-14,051-220-5801,www.saha.go.kr/eulsukdo/main.do,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,2022-11-25
을숙도공원을숙도소공연장,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,사하구,하단동,,1151-14 번지,낙동남로1233번길,25 번,35.11003324,128.944957,49300,부산광역시 사하구 낙동남로1233번길 25,부산광역시 사하구 하단동 1151-14,051-220-5834,www.saha.go.kr/eulsukdo/main.do,정보없음,정보없음,정보없음,매주 월요일,09시-22시,N,Y,N,Y,N,Y,Y,Y,N,Y,N,2022-11-25
을숙도철새공원,,문화관광/명소,관광지,유명관광지,부산광역시,사하구,하단동,,1207 번지,,,35.09878737,128.937857,49435,,부산광역시 사하구 하단동 1207,051-209-2000,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,2022-11-25
을숙도축구장,,레저/체육/공원,대형체육시설,지역축구장,부산광역시,사하구,하단동,,1149-11 번지,낙동남로1233번길,59 번,35.11175178,128.948746,49300,부산광역시 사하구 낙동남로1233번길 59,부산광역시 사하구 하단동 1149-11,051-220-4838,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,Y,N,N,N,Y,N,N,N,N,2022-11-25
이기대반딧불이,,문화관광/명소,관광지,N,부산광역시,남구,용호동,,산 28-1 번지,이기대공원로,105 번,35.12272803,129.122032,48576,부산광역시 남구 이기대공원로 105,부산광역시 남구 용호동 산 28-1,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,Y,N,N,N,N,Y,Y,Y,N,N,2022-11-25
이마트문화센터,금정점,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,금정구,구서동,,368 번지,중앙대로1841번길,24 번,35.24994153,129.090596,46233,부산광역시 금정구 중앙대로1841번길 24,부산광역시 금정구 구서동 368,051-606-1250,store.emart.com/branch/list.do?id=1069,정보없음,정보없음,정보없음,"매월 2,4주 일요일",10:00-17:00(프로그램에따라 변동될 수 있음),Y,Y,N,Y,N,Y,Y,N,Y,N,N,2022-11-25
이마트문화센터,연제점,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,연제구,연산동,,822-7 번지,연수로,89 번,35.1761555,129.081314,47604,부산광역시 연제구 연수로 89,부산광역시 연제구 연산동 822-7,051-860-1250,www.cultureclub.emart.com/main,정보없음,정보없음,www.instagram.com/emart_yeonje/,"매달 2, 4번째 일요일, 공휴일",10:00-17:00,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,2022-11-25
이바구공작소,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동구,초량동,,875-2 번지,망양로486번길,14-13 번,35.11709939,129.033822,48810,부산광역시 동구 망양로486번길 14-13,부산광역시 동구 초량동 875-2,051-468-0289,정보없음,정보없음,정보없음,정보없음,매주 월요일,"화-토 10:00-19:00,일 09:00-18:00",Y,N,N,N,N,N,N,N,Y,N,N,2022-11-25
이스라엘하우스,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,수영구,민락동,,166-13 번지,민락로33번길,5 번,35.15785153,129.121353,48285,부산광역시 수영구 민락로33번길 5,부산광역시 수영구 민락동 166-13,051-752-3052,israelhouse.org/default/,정보없음,정보없음,정보없음,"매주 일요일, 월요일, 공휴일",11:00-17:00,Y,N,N,N,N,N,N,N,Y,Y,Y,2022-11-25
이젤갤러리,,전시/공연,영화/연극/공연,N,부산광역시,수영구,망미동,,426-3 번지,연수로335번길,22 번,35.17258342,129.107922,48211,부산광역시 수영구 연수로335번길 22,부산광역시 수영구 망미동 426-3,051-753-4808,정보없음,정보없음,정보없음,정보없음,매주 일요일,11:00-18:00,N,N,N,Y,N,N,N,N,Y,N,N,2022-11-25
이주홍문학관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동래구,온천동,,435-23 번지,금강로61번길,20-12 번,35.21542817,129.076779,47706,부산광역시 동래구 금강로61번길 20-12,부산광역시 동래구 온천동 435-23,051-552-1020,www.leejuhong.com/,정보없음,정보없음,정보없음,"매주 일요일, 월요일, 공휴일",화-토 10:00-17:00,Y,N,N,Y,N,N,N,N,Y,N,N,2022-11-25
이즈컴,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,수영구,남천동,,69-2 번지,수영로427번길,11 번,35.14422203,129.10868,48316,부산광역시 수영구 수영로427번길 11,부산광역시 수영구 남천동 69-2,051-611-0002,정보없음,정보없음,정보없음,정보없음,연중무휴,매일 00:00-24:00,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
이태석신부기념관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,서구,남부민동,,611-227 번지,천마로50번길,70 번,35.08246165,129.023538,49263,부산광역시 서구 천마로50번길 70,부산광역시 서구 남부민동 611-227,051-257-1017,www.이태석신부기념관.com,정보없음,정보없음,정보없음,매주 월요일,09:00-18:00,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,2022-11-25
이화풍류문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,금정구,장전동,,333-6 번지,장전로,33-6 번,35.22845314,129.084974,46297,부산광역시 금정구 장전로 33-6,부산광역시 금정구 장전동 333-6,051-583-0053,cafe.daum.net/hakchum,정보없음,정보없음,정보없음,매주 일요일,10:00-21:00 수업에 따라 다름,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
일광해수욕장,,문화관광/명소,관광지,해수욕장,부산광역시,기장군,,삼성리,,,,35.2619322,129.223208,,,부산광역시 기장군 일광읍 삼성리,051-709-5446,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00-24:00,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,2022-11-25
일제강제동원역사관,,전시/공연,전시/기념관,대형전시/박물관,부산광역시,남구,대연동,,1156-18 번지,홍곡로320번길,100 번,35.12450497,129.09207,48532,부산광역시 남구 홍곡로320번길 100,부산광역시 남구 대연동 1156-18,051-629-8600,www.fomo.or.kr/museum/kor/Main.do,blog.naver.com/iljeblog,www.facebook.com/museum.ilje,www.instagram.com/fomo.museum/,"매주 월요일, 공휴일",09:30-17:30,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,2022-11-25
임권택영화박물관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,1465 번지,센텀중앙로,55 번,35.17304615,129.127655,48058,부산광역시 해운대구 센텀중앙로 55,부산광역시 해운대구 우동 1465,051-950-6549,www.iktfilm.co.kr/,정보없음,정보없음,정보없음,공휴일,화-토 12:00-18:00,N,Y,N,Y,N,N,Y,Y,Y,N,Y,2022-11-25
임랑해수욕장,,문화관광/명소,관광지,해수욕장,부산광역시,기장군,,임랑리,,,,35.31953879,129.257609,,,부산광역시 기장군 장안읍 임랑리,051-709-5448,https://tinyurl.com/3k7ccpkx,정보없음,정보없음,정보없음,정보없음,개장기간 : 매년 7-8월,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,2022-11-25
임시수도기념관,,전시/공연,전시/기념관,대형기념관/묘역,부산광역시,서구,부민동,,22 번지,임시수도기념로,45 번,35.10375,129.017596,49236,부산광역시 서구 임시수도기념로 45,부산광역시 서구 부민동3가 22,051-244-6345,museum.busan.go.kr/monument/index,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",09:00-18:00,Y,N,N,Y,N,N,Y,Y,N,Y,N,2022-11-25
자본시장역사박물관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,남구,문현동,,1229-1 번지,문현금융로,40 번,35.14649173,129.065855,48400,부산광역시 남구 문현금융로 40,부산광역시 남구 문현동 1229-1,051-662-2559,https://tinyurl.com/mvhzmybn,정보없음,정보없음,www.instagram.com/krx.__.official/,"매주 토요일, 일요일, 공휴일","관람가능시간 : 월-금요일, 오전 9시30분-오후 5시 30분",Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,2022-11-25
자이갤러리,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,연제구,연산동,,1123-1 번지,거제천로182번길,3 번,35.18959878,129.080159,47523,부산광역시 연제구 거제천로182번길 3,부산광역시 연제구 연산동 1123-1,051-867-1224,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
장관청,,문화관광/명소,명승지,N,부산광역시,동래구,수안동,,510-1 번지,명륜로94번길,36-6 번,35.20396861,129.084362,47808,부산광역시 동래구 명륜로94번길 36-6,부산광역시 동래구 수안동 510-1,051-550-4086,https://tinyurl.com/ycyxhb84,정보없음,정보없음,정보없음,"매주 월요일, 공휴일","동절기(11-2월) 10:00-17:00, 하절기(3-10월) 09:00-18:00",N,N,N,N,N,N,N,N,Y,N,N,2022-11-25
장기려기념관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동구,초량동,,856-31 번지,영초윗길,48 번,35.11853779,129.032654,48808,부산광역시 동구 영초윗길 48,부산광역시 동구 초량동 856-31,051-468-1248,korean.visitkorea.or.kr/kor/bz15/where/where_tour.jsp?cid=1945293,정보없음,정보없음,정보없음,매주 월요일,10:00-19:00,Y,N,N,Y,N,Y,N,N,Y,N,N,2022-11-25
